text,true brand,predicted brand,choice brand,prob brand,true model,predicted model,choice model,prob model
Glassbord og 4 stoler,nan,Glassbord,0,2.93076935726e-05,nan,Glassbord,0,2.05042433585e-05
"Sort blonde kjole fra Oasis,Str 38.",Oasis,Oasis,1,0.999865315705,nan,Sort,0,3.01369438795e-07
"HM, tynn og lett blazer, str 40. Ny pris 299kr.",HM,HM,1,0.999990526977,nan,",",0,1.6472505573e-07
Asics piggsko. Pigger for innebane. Str 37.nesten ubrukt.,Asics,Asics,1,0.999981555115,nan,piggsko,0,1.51637896801e-06
Maleri ifra #Hamrekunst 80x80 cm,nan,Hamrekunst,0,0.0531036208643,nan,Hamrekunst,0,0.00278949280157
Shorts fra Zara. Aldri brukt. Str. L,Zara,Zara,1,0.999999999999,nan,L,0,1.74542297645e-07
"2 stk Hvite skinnstoler fra Bolia..ord.npris 7200,-PR stk",Bolia,Bolia,1,0.999951477866,nan,PR,0,0.000773455062031
Dotte genser fra Ganni. Str S,Ganni,Ganni,1,0.999999999928,nan,Dotte,0,6.30112371194e-06
"Friis ""poseveske"". Røffe detaljer,nagler,skulls, brukt ",Friis,Friis,1,0.705891920854,nan,Friis,0,0.000378773417182
Pent brukt stellebord til dyr selges. Hentes i Harstad,nan,Harstad,0,0.00259373064169,nan,Harstad,0,0.0021862552378
Bik Bok str Medium,Bik Bok,Bik Bok,1,0.999999999906,nan,Medium,0,1.73215930039e-08
BURBERRY BRIT ubrukt -8000kr(ordinær pris 16.000) ,BURBERRY,BURBERRY,1,0.999879130838,BRIT,BRIT,0,0.0638650017565
Ny Twinset kjole i str S,Twinset,Twinset,1,0.967790519108,nan,Twinset,0,6.05491381286e-05
"Sko fra Rizzo i mykt skinn, str 37. Brukt en gang",Rizzo,Rizzo,1,0.999954174683,nan,Rizzo,0,1.63527430124e-05
Zara kjole i viscose/ull 24-36 mns,Zara,Zara,1,0.999999983832,nan,24,0,1.42833346776e-06
Ubrukt Gant skinnveske i skinn str 20x13x5 cm,Gant,Gant,1,0.999999997361,nan,20x13x5,0,3.4834129308e-08
Grå Gucci skinnveske med justerbar rem,Gucci,Gucci,1,0.999999983868,nan,Grå,0,2.27998448522e-07
"Nye goodyear sommerdekk me ekstrem alufelg 195 / 65 15 "" ",goodyear,goodyear,1,0.998935761141,nan,sommerdekk,0,0.000115299765376
"Ny Ipad3, 16gb",nan,Ipad3,0,0.00629640295849,"Ipad3, 16gb",Ipad3,0,0.200737918762
Herregenser i merket Gant. Str: XL,Gant,Gant,1,0.999999998706,nan,Herregenser,0,0.000299022984168
"Penkjole str.164! Kan sendes! (Holder til på Kapp, Østre)",nan,Penkjole,0,9.61350872089e-05,nan,Penkjole,0,2.89603462244e-07
Burberry str 36/S svart. Svært lite brukt. Ekte.,Burberry,Burberry,1,0.999985795634,nan,S,0,2.70786781833e-06
Lite brukt genser fra Moss Copenhagen str. M. ,Moss Copenhagen,Moss Copenhagen,1,0.999999998084,nan,Copenhagen,0,1.90309163446e-07
HEADSETT WESC. GODT BRUKT MED MYE GOD MUSIKK I SOMMER 14 ,WESC,HEADSETT,0,0.327260003266,nan,WESC,0,0.224289282093
"Ubrukt kjole fra Zara str S Førpris 79,90 euro",Zara,Zara,1,0.999999999816,nan,S,0,3.98620004253e-05
Grå bukse i str. 27 fra Bikbok selges.,Bikbok,Bikbok,1,0.999999975888,nan,Grå,0,8.19085739608e-06
Part Two (M). Pent brukt. Deilig stoff.,Part Two,Part Two,1,0.933291480136,nan,Two,0,0.035390261892
70 talls Leslie for gitar...funker bra....litt modifisert.,Leslie,Leslie,0,0.127770466837,nan,Leslie,0,0.0195462248334
HarleyDavidson halvhjelm strS,HarleyDavidson,HarleyDavidson,1,0.978894520771,nan,halvhjelm,0,0.0477238910992
Brune Jean Paul skoletter str.41 fremstår som nye.,Jean Paul,Jean Paul,1,0.991383329566,nan,Jean,0,0.00704822884015
Shorts i str. 12 år fra Cubus selges.,Cubus,Cubus,1,0.999999992587,nan,Shorts,0,3.20934044452e-06
Str B cup kr 200 + frakt 😃 blomstene kan tas av 😀,nan,B,0,0.0996187219455,nan,B,0,0.000410207976242
"Flott stellebordkommode med badekar. Nypris 2300,- GiBud! ",nan,GiBud,0,0.0010355193774,nan,GiBud,0,3.48503155286e-05
Godterimaskin!!! Nesten ikke brukt! (Sandnes) sender ikke!,nan,Godterimaskin,1,0.632879814362,nan,Sandnes,0,0.00147121265398
Selges i størrelsen medium,nan,i,0,4.1047723583e-09,nan,Selges,0,7.90959607259e-10
"Louis Vuitton flip flops str37,5 ubrukte med eske",Louis Vuitton,Louis Vuitton,1,0.999999921186,nan,flip,0,0.00859455357995
Crop top; new,nan,Crop,0,0.000234607762744,nan,top,0,7.4372813171e-08
Svea jakker Brown/Smith -halvpris ! Black&Navy. Alle Str.,nan,Black&Navy,1,0.986126907854,nan,Brown,0,0.00636121484067
Kort shorts fra HM. Prislapp på enda. Str 42 ,HM,HM,1,0.999999999939,nan,Kort,0,5.86619408982e-05
Shorts fra bik bok. Størrelse xs,bik bok,bik bok,1,1.0,nan,xs,0,4.80120829171e-09
Rødt ubrukt miniskjørt fra Acne.  Str. S.,Acne,Acne,1,0.999999999994,nan,Rødt,0,8.85059789607e-07
"Pent brukte sandaler, 39/40, zara",zara,zara,0,0.0858066140975,nan,zara,0,1.51237461006e-06
Katrin Uri (38). Lite hull i ryggen. Silke. Brukt 1 gang.,Katrin Uri,Katrin Uri,1,0.991584455688,nan,Uri,0,0.353681171329
Ny treningstopp fra H&M str M,H&M,H&M,1,1.0,nan,M,0,4.15182009062e-08
"Friis håndveske, mykt skinn,råe detaljer!  Brukt max 3gang",Friis,Friis,1,0.999995677707,nan,håndveske,0,1.3071019054e-06
Hollister. strl XL(liten i strl) UBRUKT!,Hollister,Hollister,1,0.999729868046,nan,Hollister,0,3.63764726169e-06
Vintage silkeblazer fra YSL. Str M. #snapsale,YSL,YSL,1,0.999999240319,nan,snapsale,0,3.97742640763e-07
"Litt eldre Nespresso kaffemaskin med originale (56) kapslene selges, hbo 350kr",Nespresso,Nespresso,1,0.971888393049,nan,Nespresso,0,0.000303831615059
Ny ubrukt Barbour herre jakke selges. Strl. 170-180 Medium,Barbour,Barbour,1,0.99998135009,nan,Barbour,0,2.64087880252e-06
College genser fra McQ - Alexander McQueen. Str S. ,McQ - Alexander McQueen,McQ,1,0.999996089468,nan,Alexander,0,0.00819612743481
Vinter genser fra bik bok strl M,bik bok,bik bok,1,1.0,nan,Vinter,0,1.05798149392e-05
Arett gummistøvler str.33 pent brukt INGEN HULL Å SE ,Arett,Arett,1,0.999958169894,nan,gummistøvler,0,1.02823744676e-05
Viking goretex sko i str. 21,Viking,Viking,0,0.175754732518,nan,goretex,0,0.000178735346131
"Kjole str.158/164! Kan sendes! (Holder til på Kapp, Østre)",nan,Kjole,0,1.16088773786e-07,nan,164,0,4.26894474805e-08
6 Wedgewood asjetter m hus og hagemotiv uten skar ca 10 år,Wedgewood,Wedgewood,1,0.999816093795,nan,Wedgewood,0,2.28448846266e-05
Hvit blazer str 36. Merke Koton. Flott til 18.mai! Oslo S,Koton,Koton,1,0.648965015228,nan,Koton,0,0.00561805247961
"Iphone 4s, brukt 1 år. Hvit, litt skraper på sidene. Nypris: 2789kr
												Mp: 350kr",nan,Iphone,0,0.026686956152,Iphone 4s,Iphone,0,0.000913337851031
"Str 40, faith, ubrukt, nypris: 600",faith,faith,0,2.20408717119e-06,nan,600,0,1.89254671743e-06
Valentino bag i grå/blå. Kr 6000. Bor i Oslo,Valentino,Valentino,1,0.999801635312,nan,bag,0,1.76218147503e-06
"Belstaff kirkham 46, lite brukt! Er du under 178 høy 79 kg",Belstaff,Belstaff,1,0.96204093272,kirkham,kirkham,0,0.242577578295
Behringer kold sag ca 400 kilo ,Behringer,Behringer,1,0.938843592118,nan,kold,0,0.0149057882764
Adobe Photoshop elementa 12,Adobe,Adobe Photoshop,1,0.736943502147,Photoshop elementa 12,Photoshop,0,0.0305834294002
Ubrukt Ralph Lauren strikket jakke i bomull str S,Ralph Lauren,Ralph Lauren,1,0.99999436714,nan,S,0,1.95866699435e-08
"H&M, str.39, sort lakk, åpen tå, aldri brukt.",H&M,H&M,1,0.999999982429,nan,&,0,6.41528171713e-06
Palmolive shower gel 50ml aldri brukt. Aroma Therapy,Palmolive,Palmolive,1,0.834159358152,Aroma Therapy,shower,0,0.0155541151376
Ganni topp. Aldri brukt. XS,Ganni,Ganni,1,0.998831644062,nan,Ganni,0,4.96298439246e-07
4 stk original felger med sommerdekk til MB 195/65/R15,nan,MB,0,0.000279844812297,nan,R15,0,0.000240057533368
To neglelakker fra Topp. Ikke brukt,Topp,Topp,0,0.0337735510748,nan,To,0,1.30767069607e-05
Ray Ban solbriller. Nye!,Ray Ban,Ray Ban,1,0.999973966858,nan,Ban,0,5.77883867814e-07
Kjole fra Nelly uåpnet Str S-200kr. Tlf 97616161,Nelly,Nelly,1,0.999999997344,nan,Tlf,0,8.42469235311e-05
Supra str 40 kr100,Supra,Supra,1,0.999676560352,nan,Supra,0,8.5978591458e-06
8 stk,nan,stk,0,7.23544956131e-05,nan,8,0,1.50711896324e-05
 Cubus Trendedition. Str 38. Lite brukt. Herlig fór,Cubus,Cubus Trendedition,1,0.999999568719,nan,Trendedition,0,0.0429561004116
Halskjede Cubus pent brukt,Cubus,Cubus,1,0.993416196535,nan,Cubus,0,2.00398632323e-05
SAINTS&MORTALS t-skjorte med åpen rygg. Str. M. ,SAINTS&MORTALS,SAINTS&MORTALS,1,0.978383511549,nan,&,0,0.0443505906068
Hummel regnsett str.146. Kun brukt 2 ganger.,Hummel,Hummel,1,0.999984541363,nan,regnsett,0,0.00456465334956
Velour pysj fra Petit Bateau. Pent brukt,Petit Bateau,Petit Bateau,1,0.999998531221,nan,Velour,0,0.00169845123662
Ubrukte Reebok sko i størrelse 38.5 (US 8).,Reebok,Reebok,1,0.999993647177,nan,Reebok,0,1.08237175808e-06
Skjorte fra Johnny Leave Home STRL: L nypris 699aldribrukt,Johnny Leave,Johnny Leave Home,1,0.999999995088,nan,L,0,6.41503721598e-05
Hemnes vitrineskap selges ,nan,Hemnes,0,0.0499554991584,Hemnes,Hemnes,1,0.950031221139
"Juicy Couture jakke str 14, med sommerfugler bak",Juicy Couture,Juicy Couture,1,0.999999969643,nan,Couture,0,1.41926625946e-06
"Selger Marvil sykkel 28"", 200kr. Må hentes i dag eller i løpet av onsdag.",Marvil,Marvil,1,0.923783417759,nan,Marvil,0,0.00241410436706
"Pledd førpris 599,- hentes/sendes kjøper betaler",nan,Pledd,0,0.00711688415625,nan,Pledd,0,7.9297710101e-05
Treningsshorts H&M str M,H&M,Treningsshorts,1,0.952688411384,nan,H,0,0.0485646706268
Bukse fra Cheap Monday STRL 32/32 aldribrukt NYPRIS: 699,Cheap Monday,Cheap Monday,1,0.999999998825,nan,Monday,0,3.81404842775e-05
Nintendo ds lite med flåklypa spillet. Nesten ikke brukt,Nintendo,Nintendo,1,0.962951443156,ds lite,ds,0,0.0137616544764
"HM, offwhite genser, str large. ",HM,HM,1,0.999999985448,nan,",",0,6.94377891495e-08
"Nydelig grå kjole fra culture str M. 
												Brukt en gang. ",culture,culture,1,0.999999990408,nan,Nydelig,0,3.97881930959e-06
Lysekrone. Hentes/sendes kjøper betaler,nan,Lysekrone,0,3.08611899845e-05,nan,Lysekrone,0,9.31238276071e-07
Ny Lacoste pique str 4(50) bomull,Lacoste,Lacoste,1,0.999999305507,nan,pique,0,4.05693680481e-05
Str 37-38. Hentes/sendes kjøper betaler.,nan,Str,0,3.10891934499e-08,nan,37,0,2.64072659097e-07
Nye skinn herresko fra Stockholm Design Group str 43,Stockholm Design Group,Stockholm Design Group,1,0.999999999992,nan,Group,0,1.27128205948e-06
Hollister. strl XL(liten i strl) UBRUKT!,Hollister,Hollister,1,0.999729868046,nan,Hollister,0,3.63764726169e-06
"Zara, str.S, brukt 1 gang.",Zara,Zara,1,0.999999907138,nan,S,0,3.68648959699e-09
"Topp fra bikbok 
												Str: M 
												Tilstand: lite brukt ",bikbok,bikbok,1,0.999999980251,nan,M,0,9.67881069907e-08
"MC Nolan åpningshjelm, 1540g, Steinkjer/Trondheim",Nolan,Nolan,0,0.197778288629,nan,åpningshjelm,0,0.00106188733872
"Shemademe strikket bikini underdel, str M/L. Også i sort",Shemademe,Shemademe,1,0.909080736456,nan,Shemademe,0,0.000165120321529
Jessy Ross str 39. Aldri brukt. ,Jessy Ross,Jessy Ross,1,0.999994644862,nan,Ross,0,0.0110589952367
Objektivdeksel fra Hama selges. Aldri brukt,Hama,Hama,1,0.999994386352,nan,Hama,0,4.62659565814e-07
"Sort bukse Lindex, vårkolleksjon strM- ikke brukt, lapp på",Lindex,Lindex,1,0.999999999989,nan,Sort,0,8.40336492665e-07
"Nesten ubrukt skjorte fra Ralph Lauren str 4, passer S",Ralph Lauren,Ralph Lauren,1,0.999999993702,nan,S,0,3.05698896103e-06
Topp fra Virginie castaway. Brukt en gang. Str 2 (M) ,Virginie castaway,Virginie,1,0.999999988659,nan,M,0,0.00173377571853
"Klesstativer selges. Nypris 1700,-.Fra 140-220 cm langt.",nan,Klesstativer,0,0.0104214893041,nan,140,0,7.04948774053e-05
Singlet fra Gina Tricot. Str. S. Lite brukt. ,Gina Tricot,Gina Tricot,1,0.999999999991,nan,Tricot,0,6.14850603822e-09
Severin micro med grill funksjon,Severin,Severin,1,0.967810696932,nan,micro,0,0.0185771644972
Kjole fra menini i str 116,menini,menini,1,0.999999971569,nan,116,0,1.49157735339e-07
"Diemme sko, str 35, brukt 2 ganger! Pris: 2000kr",Diemme,Diemme,1,0.999918157735,nan,Diemme,0,7.54716648722e-06
Veske fra Bikbok selges.,Bikbok,Bikbok,1,0.999999999541,nan,fra,0,3.8550910412e-09
Armbånd av merke cristalina billig 4 stk 1000kr elr 250stk,cristalina,cristalina billig,1,0.994268942686,nan,billig,0,0.268196963509
Poncho fra Bik Bok. Som Angelica Blick. ,Bik Bok,Bik Bok,1,1.0,nan,Angelica,0,0.0389208607951
Topp fra Cubus. Str m,Cubus,Cubus,1,0.999999999866,nan,.,0,1.09416672806e-08
2 stk hjerteoppheng til te-lys. Perfect Home. ,Perfect Home,Perfect,0,0.376597959394,nan,Home,0,0.000134038393069
Burberry skjorte str 14Y/158cm,Burberry,Burberry,1,0.99999999939,nan,14Y,0,2.49166475309e-05
"Rammer, ""Riverdale"", selges som sett",nan,Riverdale,1,0.914978472244,nan,Riverdale,0,0.00178627629307
Ny Hylle fra Housedoctor selges kr 500,Housedoctor,Housedoctor,1,0.999989881852,nan,500,0,1.3647313655e-07
Lyslykt i hvitt. Hentes i oslo/akershus,nan,Lyslykt,0,0.0284473281749,nan,Lyslykt,0,0.000776377611757
"Selger en singer symaskin fra 1912 model med diverse utstyr og spoler til. Har også nøkkel til lokket.
												Den virker. Minste pris 600kr Kom med seriøse bud.
												Står i Arendal.
												Bud runden går til 2.6 klokka 21.00.",nan,1912,0,0.00771302615888,nan,singer,0,1.08607455319e-05
Original Gant genser str 80. Pent og lite brukt.,Gant,Gant,1,0.999993691572,nan,Original,0,2.31045285709e-06
"Sko fra Geox, brukt 2 ganger",Geox,Geox,1,0.999999361633,nan,2,0,1.01949921707e-07
God bmw har ny radiator og olje !Mye bil igjen.39000kr bud,bmw,bmw,0,0.000536145326428,nan,bmw,0,4.44687672676e-06
Strandponcho. One size. Hentes/sendes,nan,One,0,0.0212371286217,nan,One,0,0.00862667642341
Marc by marc jacobs clutch kjøpt på Høyer i Oslo selges :),marc jacobs,Marc by marc jacobs,1,0.999881460173,nan,by,0,5.24740866017e-05
"Brudekjole,Madeline Gardner,Str 34,Nydelig!!!",Madeline Gardner,Madeline Gardner,1,0.999996441697,nan,Gardner,0,2.36603533999e-05
Gull solbriller - brukt noe ganger - uv400- majourstuen,nan,Gull,0,0.372568321475,nan,Gull,0,1.31906208763e-05
Flott lykt fra Riviera Maison i kobberfarge. Str. 24x25x39,Riviera Maison,Riviera,0,0.446266877634,nan,Riviera Maison,1,0.553733114718
Ubrukte Bianco sko. Sorte str 39. Kjøpt for 499kr.,Bianco,Bianco,1,0.999999794857,nan,Kjøpt,0,2.04119314489e-06
Bar stoler fra Living. Lite brukt. 2 stk,nan,Living,1,0.976063896811,Living,Bar,0,3.83078503733e-06
Cottonfield Dunvest str.L. Nypris 999.-,Cottonfield,Cottonfield Dunvest,1,0.999983559644,nan,Dunvest,0,0.00238144729506
Chanel veske i skinn. Bredde 32 cm Høyde 27 cm. Nesten ny!,Chanel,Chanel,1,0.999999913308,nan,Høyde,0,0.000196861502787
Lite brukt louis vuitton speedy35 bandouliere veske i brun,louis vuitton,louis vuitton,1,0.593795214631,speedy35 bandouliere,speedy35,0,0.00961695744136
Reborn baby dukke Morten ,Reborn,Reborn,1,0.99969320989,nan,baby,0,9.13725607413e-06
Bang & Olufsen Beomaster 2000 type 2801 Vært i daglig bruk,Bang & Olufsen,Bang&Olufsen Beomaster,1,0.967300014533,Beomaster 2000,Olufsen,0,0.0546546230372
"Helt nye TOMS! Classic Black Glitter Str.38 (US 7,5)",TOMS,TOMS,0,0.471028591909,Classic Black Glitter,Black,0,0.000601722351094
Nike str m. Ubrukt. Hentes i Bergen sentrum.,Nike,Nike,1,0.999997960648,nan,Bergen,0,1.47047549875e-05
Blå hettejakke m strass på ryggen og sølv dekor str S,nan,Blå,0,0.00128199346734,nan,Blå,0,0.000139778976807
Sort bukse fra hm. 25\32(S). Skinny low waist. Ubrukt ,hm,hm,1,1.0,nan,S,0,1.5365426442e-05
IPhone 4S nesten ikke brukt mangler lader hbo 1100,nan,IPhone,0,0.012710829599,IPhone 4S,IPhone,0,0.0891222011411
Ganni kjole. Ubrukt str S,Ganni,Ganni,1,0.999982008456,nan,S,0,4.56781227235e-08
Tøff Croptop fra Only i Str L (Oversize) frakt kommer og.,Only,Only,1,0.999719444287,nan,Oversize,0,0.00127847849612
"Skinnbukse fra Hunky Dory, str XS (25/26). Ubrukt. ",Hunky Dory,Hunky Dory,1,0.999999999139,nan,Dory,0,4.0956926084e-06
"Sort kjole fra Express. Str US6, norsk 38.",Express,Express,1,0.999999538884,nan,US6,0,0.000812745364212
"Polaroid kamera, 70 fotopapir, 32GB minnekort,alt tilbehør",Polaroid,Polaroid,1,0.953189987256,nan,Polaroid,0,2.73889401783e-05
"Samsøe Samsøe skinnjakke til menn!STRL: L nypris: 3999,-",Samsøe Samsøe,Samsøe Samsøe,1,0.999496542836,nan,Samsøe,0,0.00381910414517
"Kjole fra HM . Ikke brukt. Str 40. Hbo 150,-",HM,HM,1,1.0,nan,150,0,5.09924712468e-05
"Singlett fra Warehouse 
												Str: 40 (liten)
												Tilstand: Brukt ",Warehouse,Warehouse,1,0.999998078425,nan,Warehouse,0,1.38157414415e-06
Veske fra Lindex selges. ,Lindex,Lindex,1,1.0,nan,fra,0,6.51059072656e-10
"Brukt jentesykkel, 3-4 år",nan,Brukt,0,0.000843641185972,nan,Brukt,0,1.92864169184e-06
"Steve Madden, size 38! Only used a couple of times.",Steve Madden,Steve Madden,1,0.999998241231,nan,Madden,0,0.000319496916861
Pent brukt Police klokke! Utrolig kul,Police,Police,1,0.999689982425,nan,Police,0,0.000134744926664
Ny liten Patrizia Pepe veske/lommebok.Avtagbar lenke.,Patrizia Pepe,Patrizia Pepe,1,0.999994729647,nan,Patrizia,0,5.02126470217e-06
Iphone 4 16gb hvit strøken i eske og kvitt,nan,Iphone,0,1.98253655132e-06,Iphone 4 16gb,Iphone 4 16gb,1,0.999882232188
"Jakke selges 150,- fra H&M, ubrukt. Str 34. ",H&M,H&M,1,0.999999999975,nan,150,0,0.000683497681337
"Skogstad regnkåpe, str. 6 år. Ubrukt med lappene på.",Skogstad,Skogstad,1,0.994362400267,nan,Skogstad,0,9.49950805139e-05
Sko fra Nelly. Str 36.,Nelly,Nelly,1,0.999999999979,nan,.,0,7.05782874127e-10
Dongeribukse i str. 25 fra Cubus selges. ,Cubus,Cubus,1,0.999999996543,nan,Dongeribukse,0,3.80066994786e-07
"Sandstrøm veggfeste
												500 kr — 1407 Vinterbro (Tusenfryd)
												Veggfeste for TV opp til 35 kg selges. ( 26"" - 62"")
												Veggfeste som kan vippes.
												VESA: 200x100 200x200 400x200 400x300 400x400 mm
												SAMSUNG SONY LG PHILIPS PANASONIC... og mer",Sandstrøm,Sandstrøm,1,0.938158486352,nan,Sandstrøm,0,0.000808151431874
"XIT sko,Str 38",XIT,XIT,1,0.997136158647,nan,XIT,0,3.98288152773e-05
Ssw infinitum felg til navara d40 og pathfinder med dårleg,Ssw,Ssw,1,0.946654193553,infinitum,infinitum,0,0.00900903240466
Ny med lapper cosmobella brudekjole i str 42/44.,cosmobella,cosmobella,0,0.000187311512992,nan,cosmobella,0,2.31844799127e-07
Penkjole fra tiger of Sweeden i sand str 36,tiger of Sweeden,tiger of Sweeden,1,0.999999999998,nan,Sweeden,0,9.42500338089e-06
Rosa sommergenser fra Samsøe. Str L. Ubrukt. ,Samsøe,Samsøe,1,0.999995875093,nan,Rosa,0,1.0907416731e-05
Duffelcoat til gutt str 6-7 år fra Marks & Spencer ,Marks & Spencer ,Marks&Spencer,1,0.999999989008,nan,Duffelcoat,0,9.61323925875e-07
Kjole m/ hvite polka dots fra Lindex. Str. xs. Jerseystoff,Lindex,Lindex,1,1.0,nan,Jerseystoff,0,2.8176999056e-05
Kjole med truse og kort sommerdress str 18 mnd,nan,sommerdress,0,1.14573040338e-05,nan,sommerdress,0,4.51557282653e-08
Veske fra Custo Barcelona. Helt ny og ubrukt ,Custo Barcelona,Custo Barcelona,1,0.999999999702,nan,Barcelona,0,1.48240809698e-05
Ubrukt zara man jakke størrelse 56. Nypris 99.95€.,zara,zara,1,0.999999978807,nan,man,0,1.36937529825e-05
Pent brukte Ray Ban Clubmaster Aluminium gunmetal/grey51mm,Ray Ban,Ray Ban Clubmaster,1,0.999965829428,Clubmaster Aluminium,Clubmaster,0,0.0264168442264
Kort cocktailkjole fra Forever 21. Str. S.,Forever 21,Forever 21,1,0.999999999512,nan,Kort,0,1.36132599433e-05
New high waisted shorts in medium ,nan,New,0,0.0653768733949,nan,high,0,0.000772741976509
"Bukse, grouple fra Bik bok, str M/31. Brukt to ganger. ",Bik bok,Bik bok,1,0.999999999971,nan,Bukse,0,2.01660899438e-08
"Cubus genser Str XS, stor i størrelsen",Cubus,Cubus,1,0.999999988251,nan,genser,0,1.44357008372e-08
"Roberto Cavalli veske, brukt kun 1 gang. 450 kr.",Roberto Cavalli,Roberto Cavalli,1,0.999999794704,nan,Cavalli,0,4.12008771324e-06
These Glory Days pique.                      Str. M,These Glory Days,These Glory Days,1,0.999993877827,nan,Glory,0,0.000360784857961
Mulberry. 4 år gammel. Pent brukt.,Mulberry,Mulberry,1,0.998959874758,nan,Mulberry,0,3.88935958525e-05
"Fra bikbok, str Xs. Ubrukt",bikbok,bikbok,1,0.999999999911,nan,Fra,0,1.12690035783e-07
Sony dvd player works good,Sony,Sony,1,0.999866818784,nan,dvd,0,5.65910534389e-06
GANT skjorte str 40 til jente. Pent brukt.,GANT,GANT,1,0.999999998023,nan,skjorte,0,1.08872222058e-07
Kjole fra Flippa K. Brukt en gang. Fremstår som ny. Str. L,Flippa K,Flippa K,1,0.999999924118,nan,K,0,2.01166196289e-07
"Blazer i polyester fra Mexx,ny! Srt.M/50",Mexx,Mexx,1,0.999812960056,nan,Srt,0,8.70513575509e-05
Jakke fra Topshop i London selges. Topshop tall. Str. 40,Topshop,Topshop,0,0.401086820102,nan,Topshop,0,9.07625474255e-05
Genser fra project AJ117 str. M. Brukt en gang. ,project AJ117,project AJ117,1,0.999985894661,nan,AJ117,0,0.223810053843
Badebalje Rotho,Rotho,Badebalje Rotho,1,0.851451078717,nan,Rotho,0,0.0458019469985
"Pålitelig Stiga gressklipper m/oppsamler selges kr 500,- går og går ...",Stiga,Stiga,1,0.984075071645,nan,Pålitelig,0,8.26984766162e-05
Kenzo college genser brukt en gang. Str s/m,Kenzo,Kenzo,1,0.999924010167,nan,college,0,0.00038429863049
Skjermbeskytter til mobiltelefon eller fotoapparat.,nan,Skjermbeskytter,0,0.459000239194,nan,Skjermbeskytter,0,6.96089008631e-05
NYX Real Matte Lipstick,NYX,NYX,0,0.35552844082,Real Matte,Real,0,0.169634634015
Philips dockingstasjon. iPhone 4 eller koble via aux kabel,Philips,Philips,1,0.999989160788,nan,dockingstasjon,0,5.21722886137e-05
Trango Hike Gtx fjellsko str 37 tursko fjellstøvler pene,nan,Trango Hike Gtx,1,0.998190136408,Trango Hike Gtx,Hike,0,0.359745969076
Sko fra Bianco. Brukt. Str. 41,Bianco,Bianco,1,0.99999984403,nan,41,0,2.80150822062e-07
Nikon coolpix S32 brukt i en dag i forbindelse med jobb. ,Nikon,Nikon,1,0.983838492834,coolpix S32,coolpix,0,0.00169031150568
Kenmore grill in working condition.,Kenmore,Kenmore,1,0.878027397544,nan,Kenmore,0,0.000209159012946
Baggy blomster shorts st L,nan,Baggy,1,0.989270007093,nan,Baggy,0,8.38448524835e-05
Speil fra IKEA ,IKEA,IKEA,1,1.0,nan,Speil,0,1.10377297599e-10
Svart shiny joggebukse fra Stormberg. Fint brukt. Str M,Stormberg,Stormberg,1,0.999870665814,nan,shiny,0,4.96600144176e-06
"Gina Tricot kort kjole, str m. Brukt 1 gang. Ny pris 199kr",Gina Tricot,Gina Tricot,1,0.999969011057,nan,kort,0,1.12571191041e-05
Iwatch,nan,Iwatch,1,0.865740716728,nan,Iwatch,0,0.00846493441495
"Gi bud,Simonsen Freeway mobil med 2 sim kort,jakttelefon",Simonsen,Simonsen Freeway,1,0.999474718806,Freeway,Simonsen,0,0.000143531676836
Kortermet GANT pique/tskjorte til jente str L. Aldri brukt,GANT,GANT,1,0.998933518281,nan,pique,0,0.000464961213295
Hårfønerstativ,nan,Hårfønerstativ,1,0.865740716728,nan,Hårfønerstativ,0,0.00846493441495
"Ubrukt, vasket. Til bilstol/vogn, hull til seler.",nan,",",0,1.32075118298e-08,nan,vasket,0,1.16859417631e-08
Adidas Performance topp str. S. Kjøpt på Nelly.,Adidas,Adidas Performance,1,0.999498912263,nan,Performance,0,0.0414972997515
"Boss orange t-skjorte. Str. XL (liten i str, passer til M)",Boss,Boss orange,1,0.999922271306,orange,orange,0,0.0167261565731
Parajumper (xs) selges eller byttes med en som har i grønn,Parajumper,Parajumper,1,0.959087530344,nan,Parajumper,0,7.01201636004e-05
Svensk Audi RS4 B7 v8 quattro med oppgraderinger/nylakkert,Audi,Audi,0,0.462806428816,RS4 B7 v8 quattro,RS4,0,0.440924951077
"Ny Lammeskinns jakke/m nagler i gull, fra zara. Str.L.",zara,zara,1,0.999999999958,nan,Lammeskinns,0,2.52402144764e-05
CD-holder! (Befinner seg på Kolbu) ,nan,Kolbu,0,0.0426288145305,nan,Kolbu,0,0.000136510936459
"Nydelig Reima Tec, vår/høst dress t.s.Lite brukt! Str 122.",Reima Tec,Reima Tec,1,0.859047945587,nan,Tec,0,0.0160504127023
"Lene Orvik cropped topp,str S.Selges hbo 400kr💕",Lene Orvik,Lene Orvik,1,0.531218337653,nan,cropped,0,0.00662610417348
Sportsbag fra Bull Ski og kajakk. Ubrukt. Nypris 499.,Bull Ski og kajakk,Bull Ski,1,0.9999997641,nan,499,0,2.90325063906e-07
 Panasonic HDC-SD40 videokamera selges,Panasonic,Panasonic,1,0.999947432945,HDC-SD40,HDC,0,0.0870227197094
"Puma str 38,5. Brukt noen få timer. Gode å gå i!",Puma,Puma,1,0.999969903937,nan,timer,0,1.21510856819e-08
Surface pro. 64 GB. Følger med tastatur og lader,nan,Surface,0,0.275800069581,Surface pro,Surface,0,0.242068686429
