text,true brand,predicted brand,choice brand,prob brand,true model,predicted model,choice model,prob model
white iphone 4,nan,white,0,2.64191845642e-06,iphone 4,iphone 4,1,0.999999636542
women's black stilleto,nan,stilleto,0,0.0048739091034,nan,stilleto,0,0.00702234684918
black tote bag,nan,tote,0,4.3759980549e-06,nan,tote,0,9.41412212404e-08
men's black zip up moto mandarin collar jacket,nan,moto,0,0.00238132233551,nan,moto,0,4.94235949146e-06
green and yellow metal behringer mechanical tool,behringer,behringer,0,0.00408049718324,nan,behringer,0,2.39134714502e-05
"pewter multi row, multi gem tribal floral collar necklace",nan,",",0,6.5176574467e-05,nan,row,0,3.99136622837e-06
adobe photoshop elements 12,adobe,photoshop,0,0.0483068777652,photoshop elements 12,elements,0,0.0487938976499
black white and grey motorized scooter,nan,motorized,0,2.61636518659e-06,nan,scooter,0,4.97614663921e-08
yellow ralph lauren cable knit zip up shirt,ralph lauren,ralph lauren,1,0.999999842543,nan,lauren,0,1.8703929555e-06
black denim jeans,nan,denim,0,2.04000231622e-07,nan,denim,0,9.06312739312e-08
black patent leather peep toe pumps,nan,patent,0,0.000131851482427,nan,patent,0,5.79941441629e-06
palmolive aroma therapy absolute relax 50ml,palmolive ,palmolive,0,0.272166074274,aroma therapy,palmolive,0,0.00319873625888
grey and black floral crew neck t shirt,nan,t,0,9.93080383618e-07,nan,floral,0,1.08443152561e-08
black tire,nan,tire,0,1.98300447521e-06,nan,tire,0,9.14555901746e-06
orange and blue container,nan,container,0,4.61883389023e-07,nan,container,0,1.67705890031e-07
tortoise matte ray ban wayfarer sunglasses,ray ban,ray ban,1,0.999398849093,wayfarer ,tortoise,0,0.188383484792
women's coral long sleeve fitted back strappy design lace dress,nan,back,0,2.83584474652e-06,nan,',0,8.4104351294e-08
grey and white high top sneakers,nan,top,0,1.63485878174e-08,nan,top,0,9.18928467038e-07
grey and green fish white ceramic plate,nan,fish,0,1.09965439852e-06,nan,fish,0,4.47666088648e-08
gray steel table,nan,steel,0,0.000123197700766,nan,steel,0,1.78296014643e-06
black leather zippped cropped moto jacket,nan,zippped,0,0.00400047840248,nan,moto,0,3.14076972687e-05
nikon d3100 vr kit,nikon ,nikon,0,0.112510660032,d3100 ,nikon,0,0.0365794348167
gold and silver tassel y necklace,nan,y,0,0.0152010654311,nan,y,0,2.67258326888e-05
women's black tattered shirt,nan,tattered,0,0.000100853668421,nan,tattered,0,6.429595415e-06
black and purple hummel button up hoodie,hummel ,hummel,1,0.999218688333,nan,button,0,6.15245060636e-07
baby's pink overall suit,nan,overall,0,3.88397885498e-06,nan,suit,0,3.82178131861e-07
grey and black reebok athletic shoes,reebok,reebok,1,0.99999831177,nan,athletic,0,7.48561326403e-07
blue button up shirt with black and white print,nan,print,0,8.7928392275e-08,nan,print,0,1.41451678617e-07
white wood and clear glass china hutch,nan,glass,0,5.79893293244e-07,nan,hutch,0,4.91148330156e-08
pink zip up hoodie,nan,hoodie,0,3.1168657464e-08,nan,hoodie,0,3.57534348049e-08
black asus laptop,asus,asus,1,0.999915897523,nan,asus,0,6.50628137473e-05
gray marvil hardtail mountain bike,marvil,marvil,1,0.693954127291,nan,hardtail,0,0.0604314046786
white textile,nan,white,0,1.28177958937e-08,nan,textile,0,1.6198859788e-08
black shorts,nan,shorts,0,9.11132186778e-10,nan,shorts,0,8.64339977931e-08
black boot cut jeans,nan,cut,0,1.84014819308e-06,nan,boot,0,1.77076382332e-07
white sweater,nan,white,0,1.28075732549e-09,nan,sweater,0,1.0415027717e-08
women's black and gray blouse,nan,',0,1.52257574022e-06,nan,blouse,0,2.61554576321e-07
crystal chandelier,nan,crystal,0,0.000118891983771,nan,crystal,0,6.49974136524e-06
red lacoste polo shirt,lacoste ,lacoste,1,0.999981023113,nan,polo,0,0.000466113426333
brown and orange havaianas flip flop,nan,havaianas,0,0.168641354473,nan,havaianas,0,0.00015454254066
black leather shoes,nan,leather,0,1.53678986296e-07,nan,leather,0,6.80003892601e-08
blue and white hollister hoodie,hollister,hollister,1,0.999890649132,nan,hoodie,0,1.39253786277e-06
beige button up collared sleeveless dress,nan,sleeveless,0,6.34817433016e-07,nan,beige,0,4.33994573083e-08
white silk two-layer tank top with lattice strappy back and camisole straps,nan,camisole,0,8.06000757246e-06,nan,top,0,5.66115382671e-05
women's blue denim daisy dukes,nan,',0,1.58376466161e-06,nan,',0,8.51464354995e-08
green iphone case,nan,iphone,0,0.00168469245237,nan,iphone,0,0.000775938607842
black x-lite motorcycle crash helmet,x-lite,x,1,0.874151814611,nan,x,0,0.0369664235319
women's beige knitted bikini,nan,knitted,0,1.96395012795e-06,nan,knitted,0,1.4303361442e-07
women's balck knee high high heeled boots,nan,balck,0,0.000111516826544,nan,balck,0,4.70372648934e-06
hama lens cap smart snap,hama,hama,0,0.272123829358,nan,hama,0,0.0031751472762
black textile,nan,textile,0,1.26375118659e-09,nan,textile,0,1.19885046427e-07
white ralph lauren button up long sleeve formal shirt,ralph lauren,ralph lauren,1,0.999999822828,nan,lauren,0,1.86577889487e-06
gray two tone men's scoop neck tee,nan,two,0,3.05364295783e-05,nan,two,0,8.1221336366e-07
silver portable clothe's rack,nan,',0,1.49069044151e-06,nan,clothe,0,1.53812407031e-07
gray racerback take me to hawaii 78 tank top,nan,racerback,0,0.38073571266,nan,racerback,0,0.0011952091499
severin silver and black microwave,severin ,severin,0,0.188543231971,nan,severin,0,0.00219846092249
girl's white and sky blue long dress,nan,girl,0,2.05568056558e-06,nan,girl,0,3.09039616307e-06
black and white polka dot boots,nan,polka,0,1.83235041556e-05,nan,polka,0,1.48957496485e-07
brown leather and silver purse,nan,purse,0,1.44491173531e-07,nan,purse,0,4.40173200632e-07
diamond silver multi chain bracelet,nan,diamond,0,2.99338567285e-05,nan,diamond,0,3.31077793127e-06
women's black and white scarf,nan,',0,1.52257574022e-06,nan,scarf,0,1.41451678781e-07
women's white t shirt,nan,t,0,4.06037708278e-06,nan,t,0,7.90218417089e-08
black and grey heart decor,nan,heart,0,2.177770106e-05,nan,and,0,7.60348743453e-08
white button down long sleeves,nan,down,0,1.3420761442e-08,nan,white,0,1.20215392917e-08
brown wooden picture frame,nan,picture,0,1.54546369269e-06,nan,picture,0,9.20531318174e-08
home & cottage magazine,nan,home&,1,0.876625257203,home & cottage,home,0,3.39316360836e-05
white woven basket,nan,woven,0,1.49354101871e-05,nan,woven,0,9.41273421729e-07
black singer sewing machine,nan,singer,0,0.000576099950085,nan,singer,0,1.34014490373e-05
grey and white gant sweater,gant,gant,0,0.0159471841289,nan,gant,0,2.54413371138e-05
green and blue lace up running shoe,nan,running,0,2.29217641065e-07,nan,shoe,0,3.5363430788e-08
black bmw station wagon,bmw,bmw,1,0.999686197566,nan,station,0,9.20953243153e-06
women's white sheer blouse,nan,',0,1.58376383628e-06,nan,sheer,0,2.37292935632e-07
black leather marc jacobs zipped bag,marc jacobs,marc jacobs,1,0.9999737192,nan,leather,0,1.78458579879e-06
women's white spaghetti strap sweetheart neckline a line wedding dress,nan,',0,1.58493309703e-06,nan,',0,8.5158135167e-08
women's silver framed gold lens aviator sunglasses,nan,aviator,0,5.41859945788e-05,nan,aviator,0,0.0255985512116
stainless steel house candle holder,nan,stainless,0,6.54077094031e-06,nan,stainless,0,8.48615447858e-07
black low heel slip on leather show pointed silver tip,nan,show,0,1.02194937242e-05,nan,show,0,6.03540487417e-07
white plated grey steel bar stool chair,nan,plated,0,4.55962930769e-06,nan,plated,0,8.33908544404e-07
blue and brown bubble jacket,nan,bubble,0,7.55370847466e-06,nan,bubble,0,5.07606904877e-08
brown patent leather quilted Chanel handbag,Chanel,Chanel,1,0.999200227946,nan,handbag,0,7.09245241716e-05
brown checkedd louis vuitton leather speedy tote bag,louis vuitton,louis vuitton,1,0.997216759621,nan,checkedd,0,0.00119088696107
white and black puppy bib,nan,puppy,0,2.15004503435e-05,nan,puppy,0,2.92577953034e-07
brown and black audio control panel,nan,audio,0,0.000111403048988,nan,audio,0,1.27410921723e-06
black sequin toms shoes,toms ,toms,1,0.995725620109,nan,sequin,0,0.00622709080249
women's magenta halter top,nan,halter,0,2.01423039953e-06,nan,top,0,4.75889039243e-06
black hooded jacket with diamond studded heart graphics,nan,hooded,0,2.3764002378e-05,nan,hooded,0,5.80014260376e-06
black pants,nan,pants,0,1.06546698262e-09,nan,pants,0,1.01075140837e-07
white iphone 4,nan,white,0,2.64191845642e-06,iphone 4,iphone 4,1,0.999999636542
black long sleeved dress,nan,long,0,1.16171167407e-07,nan,long,0,5.58583059095e-08
white and neon orange bad logo short sleeve shirt cropped,nan,bad,0,0.000950947233602,nan,bad,0,2.86204117436e-07
white pants,nan,white,0,2.22320255074e-08,nan,white,0,7.03291711729e-08
women's strapless black cotton dress,nan,cotton,0,2.49813343279e-05,nan,cotton,0,1.2442324331e-06
black polaroid instant digital camera z340,polaroid,instant,0,0.0202975237981,z340,z340,0,0.000189103854851
black leather coat,nan,leather,0,1.92825279755e-07,nan,leather,0,8.53236974589e-08
women's white green and red floral dress,nan,',0,1.58376382387e-06,nan,',0,8.5146260436e-08
beige tanktop,nan,tanktop,0,0.00143270952837,nan,tanktop,0,0.000437901309642
black leather crossbody bag,nan,crossbody,0,0.122188011363,nan,crossbody,0,0.00012490332102
silver link bracelet white breitling round chronograph watch,breitling,breitling,0,0.0138185823058,nan,breitling,0,0.000216236947334
white and pink kids bicycle,nan,kids,0,2.04245212439e-07,nan,bicycle,0,6.83779894561e-08
white patent leather stiletto platform shoes,nan,patent,0,5.89309105117e-06,nan,patent,0,3.46520233035e-07
black leather strap black and silver square police brand analog watch,nan,square,0,0.000129422760176,nan,brand,0,2.00523881959e-07
yellow leather gold chained crossbody bag,nan,crossbody,0,0.00287061340299,nan,crossbody,0,2.28519428967e-05
white iphone 4,nan,white,0,1.102470991e-05,iphone 4,iphone 4,1,0.999999525629
ladies black patter sleeved side zip blouse,nan,ladies,0,3.33673501723e-05,nan,ladies,0,3.27250703426e-06
blue and black skogstad coat,skogstad,skogstad,1,0.686254980158,nan,skogstad,0,0.00016264277245
black ankle strap peep toe heeled sandals,nan,ankle,0,0.000145864967892,nan,ankle,0,4.14963033872e-06
blue denim jeans,nan,denim,0,2.18249266965e-09,nan,denim,0,2.71243357611e-10
max 62 vesa 200x 200 vesa 400x 400,nan,max,0,0.0126113836874,nan,max 62 vesa 200x 200 vesa 400x 400,1,0.919251541675
women's xit black heel sandals,xit,xit,0,0.000115350603329,nan,xit,0,4.65989186907e-07
black car tire,nan,car,0,0.000128772119294,nan,car,0,1.82625095922e-06
women's white bridal gown,nan,',0,3.11898007523e-06,nan,',0,1.37081171269e-07
women's light tan cinch detail ruffle tiered neckline strapless dress,nan,',0,3.79143727004e-06,nan,',0,1.37081384585e-07
pink knitted sweater,nan,knitted,0,3.04030643098e-06,nan,knitted,0,8.36615286356e-08
black zippered hooded jacket,nan,zippered,0,4.31589669573e-05,nan,zippered,0,3.51117625348e-06
black dress,nan,dress,0,6.90037562024e-10,nan,dress,0,5.10994767266e-09
children's purple Ralph Lauren onesie,Ralph Lauren,Ralph Lauren onesie,1,0.999999976705,nan,onesie,0,0.000346097526395
purple and green leather tote bag,nan,leather,0,2.24728125191e-07,nan,green,0,7.6047225722e-09
grey blazer,nan,blazer,0,2.02778071588e-06,nan,blazer,0,3.32202747015e-07
women's blue tube dress,nan,',0,2.6788884752e-06,nan,',0,1.36685999463e-07
pink green and blue geometric boxer shorts,nan,geometric,0,8.69043966665e-06,nan,geometric,0,5.3454479337e-08
black pants,nan,pants,0,6.90037597343e-10,nan,pants,0,5.10995517931e-09
women's white gray black and brown leopard scoop neck blouse,nan,leopard,0,4.63971610435e-05,nan,',0,1.37081171116e-07
black leather cartier handbag,nan,cartier,0,0.356083473082,nan,cartier,0,0.000254544110121
white long sleeve polo shirt,nan,polo,0,2.60469962108e-08,nan,polo,0,5.60384837544e-08
brown leather shoulder bag,nan,leather,0,3.57149807688e-08,nan,brown,0,1.29357692376e-08
women's white ruffle pleat stretch skirt with black elastic band,nan,elastic,0,5.7237925697e-06,nan,elastic,0,1.57584057963e-07
black sony dvd player,sony,sony,1,0.815264137815,nan,dvd,0,0.0046160440445
gant striped cotton tee,gant,gant,1,0.999944722817,nan,striped,0,5.75187712734e-05
pink elbow sleeved dress,nan,elbow,0,3.21227939955e-06,nan,elbow,0,9.07040577851e-08
black alienware laptop computer,alienware ,alienware,1,0.997734814111,nan,alienware,0,0.0019014533329
black suit,nan,suit,0,1.56114212016e-06,nan,suit,0,2.55857038147e-06
grey button up denim jacket,nan,button,0,3.56066570738e-08,nan,grey,0,1.2935438775e-08
pink nike air max,nike ,nike,1,0.999933381596,air max,air,0,5.72210494751e-05
women's white and gray scoop neck shirt,nan,',0,2.89534453556e-06,nan,',0,1.36880359622e-07
white bedpan,nan,bedpan,0,8.46826860346e-08,nan,bedpan,0,2.13845143596e-07
yellow and black tiga lawnmower,tiga,tiga,1,0.691879722311,nan,tiga,0,0.000160100590661
gray orange and black kenzo sweatshirt,kenzo,kenzo,1,0.99950568458,nan,sweatshirt,0,6.66209892239e-06
white and purple stratocaster,nan,stratocaster,0,7.84314664898e-07,nan,stratocaster,0,1.74670213362e-07
insten lcd screen protectors,nan,insten,1,0.997906277156,nan,lcd,0,0.181461169063
nyx real matte lipsticks,nyx,nyx,1,0.511988567582,real matte,nyx,0,0.00626831904043
black tower fan,nan,tower,0,0.000128772119294,nan,tower,0,1.82625095922e-06
gray and black la sportiva hiking shoes,la sportiva,la,0,0.0127734983798,nan,sportiva,0,0.00121128253431
black toyota corolla,toyota ,toyota,1,0.738889566895,nan,corolla,0,0.000699054194276
glitter heeled shoes,nan,glitter,0,0.000234906902388,nan,glitter,0,1.914208377e-05
blue nikon coolpix digital camera,nikon,nikon,1,0.919962466541,coolpix,coolpix,0,0.00313616602026
white and black kenmore grill,kenmore,kenmore,0,0.0707794053244,nan,kenmore,0,6.61250799766e-05
brown blue and white floral shorts,nan,brown,0,2.09917277508e-08,nan,brown,0,8.41782632316e-09
white wooden door,nan,white,0,4.79781347957e-08,nan,door,0,1.72336323492e-08
black pants,nan,pants,0,6.90037597343e-10,nan,pants,0,5.10995517931e-09
white and black stripe tank top,nan,and,0,3.17299912851e-09,nan,top,0,1.54838294147e-05
black smart watch,nan,smart,0,0.00037281053049,nan,smart,0,5.18671065802e-06
yellow black simonsen digital equipment,simonsen ,simonsen,1,0.812358049557,nan,simonsen,0,0.00052216080918
grey asus laptop computer,asus,asus,1,0.999976086454,nan,asus,0,9.63544690659e-06
black and white striped gant polo shirt,nan,gant,1,0.983866687623,nan,polo,0,0.0122460718515
stainless steel rack,nan,stainless,0,6.00229041818e-06,nan,stainless,0,2.25610860557e-07
yellow and white rug,nan,rug,0,1.01791571859e-07,nan,rug,0,3.19575326667e-08
women's cross back sleeveless scoop neck dress blue ombre purple tree pattern,nan,',0,2.74425620707e-06,nan,pattern,0,7.53071755635e-07
white and black cash register,nan,cash,0,5.11446074099e-06,nan,cash,0,3.66833222775e-08
silver hyundai sedan,hyundai,hyundai,0,0.239589671044,nan,hyundai,0,0.000522291857785
white v-neck shirt,nan,v,0,0.000600676381064,nan,v,0,7.53348437941e-06
women's gray jacket,nan,',0,4.53469962648e-06,nan,',0,1.0052873511e-07
purple and black audi sports car,audi,audi,1,0.864965772267,nan,sports,0,0.00273558950317
black bwm wagon,bwm ,bwm,1,0.650650536661,nan,bwm,0,0.00122003321856
black leather jacket with silver accent,nan,with,0,2.34873543496e-05,nan,accent,0,4.36329838765e-08
white and grey container,nan,container,0,2.34161893301e-07,nan,container,0,5.87322478265e-09
gray and white polka dot onesie,nan,polka,0,7.31486079575e-06,nan,onesie,0,1.89209551251e-07
white neoprene pleated high neckline crop shirt,nan,neoprene,0,5.95343771013e-06,nan,neoprene,0,5.38062101312e-07
black and blue duffel bag,nan,duffel,0,1.19760856389e-05,nan,duffel,0,2.29236439456e-08
black panasonic hdc sd40 video camera,panasonic,panasonic,0,0.329441672941,hdc sd40,hdc,0,0.301820881532
purple and pastel blue suede puma sneakers,puma,puma,0,0.27589534282,nan,pastel,0,3.80653745234e-06
microsoft logo,microsoft ,microsoft,1,0.994886164166,nan,microsoft,0,0.000199634874355
grey hanging shirt,nan,hanging,0,0.00020191943974,nan,hanging,0,2.81127216948e-07
silver round container,nan,silver,0,7.80070157153e-08,nan,container,0,3.41930954017e-08
baby's black brio stroller,brio,brio,0,3.54461932688e-05,nan,brio,0,3.76727007641e-07
goldtone and white marc jacobs glitter logo bangle,marc jacobs,marc jacobs,1,0.999591484113,nan,goldtone,0,0.00292032255732
black white and gray scoop neck long sleeved medallion tie dye floral bohemian shirt,nan,bohemian,0,2.39472937192e-07,nan,medallion,0,2.5309498637e-08
women's blue two-tone long sleeve dress,nan,two,0,4.51441412747e-06,nan,two,0,4.03445348784e-07
blue parka,nan,parka,0,6.0158402448e-08,nan,parka,0,1.94960832186e-07
black leather strap white analog watch,nan,white,0,9.90896103118e-07,nan,leather,0,8.2888263896e-09
yellow and beige nike sneakers,nike,nike,1,0.999968609945,nan,nike,0,6.42862511529e-06
gray and white pinstripe button up collared shirt,nan,pinstripe,0,2.77703658745e-05,nan,pinstripe,0,8.96902071236e-08
women's brown and blue jacket,nan,',0,3.0201306844e-06,nan,',0,1.36952681583e-07
black leather shoe,nan,leather,0,5.66010738734e-08,nan,shoe,0,1.87677151993e-08
black and white crossword design converse high tops,converse,converse,0,0.163687599236,nan,tops,0,1.48515687021e-05
black leather loveseat,nan,loveseat,0,0.00169284878732,nan,loveseat,0,0.000203366458464
black leather michael kors handbag,michael kors,michael kors,1,0.999816033762,nan,handbag,0,1.25702910315e-06
beige and brown napapijri coat,napapijri ,napapijri,0,0.283454918757,nan,napapijri,0,2.56799203717e-05
white and navy blue striped tank style shorts romper with oat and waist ruffle design,nan,ruffle,0,5.39865347814e-06,nan,style,0,6.1708501271e-06
black and stainless steel stroller,nan,steel,0,2.10935486236e-05,nan,steel,0,2.09833195081e-08
women's dark blue short sleeve blouse,nan,',0,2.90430046769e-06,nan,',0,1.36888447826e-07
brown leather belt,nan,brown,0,1.08293676214e-07,nan,belt,0,8.27486677909e-08
women's brown trench coat,nan,',0,3.31071940887e-06,nan,',0,1.3719229734e-07
beige leather wrislet,nan,wrislet,0,0.00132886340969,nan,wrislet,0,0.00016079777712
beige upholstered armchair recliner,nan,upholstered,0,1.27938878429e-05,nan,upholstered,0,4.25995515372e-07
black rubber hunter boots,hunter,rubber,0,0.000271431624738,nan,rubber,0,3.87437563034e-06
white and grey striped long sleeved shirt,nan,striped,0,6.29114534321e-07,nan,sleeved,0,1.32655375164e-08
heather gray crew neck sweatshirt,nan,heather,0,6.21583417453e-05,nan,heather,0,5.51641781327e-06
gray iphone 6,nan,gray,0,2.48835858157e-05,iphone 6,iphone 6,1,0.999999209595
black cropped t-shirt,nan,t,0,1.38865268931e-05,nan,t,0,1.45056487717e-07
gray skoda car,skoda,skoda,0,0.457728245161,nan,skoda,0,0.000496080729581
women's orange platform stilettos,nan,',0,3.11908864034e-06,nan,',0,1.37081283852e-07
grey blue and red plaid button down hooded sweater,nan,plaid,0,2.18880406831e-05,nan,plaid,0,6.45427201906e-08
women's black round neck tank dress,nan,',0,7.06916813795e-07,nan,',0,2.96335082093e-08
baby's beige red grey and white plaid short sleeved button down onesie,nan,',0,5.21988269798e-06,nan,onesie,0,1.38512956321e-06
brown wooden string instrument,nan,string,0,3.47185198239e-07,nan,instrument,0,1.56515088834e-08
gray blue black and white leopard themed high top sneakers,nan,themed,0,0.370518513367,nan,themed,0,0.00263782478261
red white and yellow leather velcro strap shoes,nan,velcro,0,2.05674464302e-06,nan,velcro,0,2.90575503348e-08
brown leather shoulder bag,nan,leather,0,3.57149807688e-08,nan,brown,0,1.29357692376e-08
black leather gloves,nan,gloves,0,1.1628377394e-07,nan,gloves,0,1.04666253661e-07
madden girl silver glittered sling back close toe shoes,madden girl,madden,0,7.81468370633e-05,nan,madden,0,2.22302843368e-05
women's beige platform stilettos,nan,',0,3.11908864034e-06,nan,',0,1.37081283852e-07
white sweetheart neckline hem wedding gown,nan,sweetheart,0,1.08120304295e-06,nan,sweetheart,0,6.37365287384e-08
blue mossimo denim daisy dukes,nan,mossimo,0,0.000249043990891,nan,mossimo,0,2.50471886281e-06
glass top white coffee table,nan,glass,0,1.22408674165e-05,nan,top,0,6.02566904059e-05
teal scoop neck long sleeve shirt,nan,teal,0,7.29674124298e-05,nan,teal,0,6.47577742134e-06
women's pink tube top peplum,nan,',0,3.11908862305e-06,nan,top,0,1.0156038133e-05
blue iphone case,nan,iphone,0,0.000188383647327,nan,iphone,0,0.000816283545825
silver framed aviator sunglasses,nan,aviator,0,0.000188000445471,nan,aviator,0,0.000766202787276
grey tank top,nan,grey,0,1.12713195597e-07,nan,top,0,1.43682662799e-05
black suit,nan,suit,0,1.56114212016e-06,nan,suit,0,2.55857038147e-06
women's brown and white sweater,nan,',0,3.02013068496e-06,nan,',0,1.36952681599e-07
black coat jacket,nan,coat,0,2.54600270684e-08,nan,coat,0,3.29991095092e-09
black and grey knee high boots,nan,knee,0,0.00258169996056,nan,knee,0,2.56303871638e-07
black ipad,nan,ipad,0,4.87821241452e-05,ipad,ipad,1,0.999685419963
wooden guitar,nan,guitar,0,5.45318051856e-08,nan,guitar,0,1.76816680051e-07
black epson printer,epson ,epson,1,0.923380537073,nan,epson,0,0.000627689760458
black s5/i9600 battery,nan,s5,0,0.00161249587119,nan,s5,0,0.00260510777841
house and polar bear printed blue pot holder,nan,bear,0,4.44199925478e-06,nan,house,0,2.6100015125e-07
white and black stripe knit sweater,nan,knit,0,4.02877713136e-07,nan,and,0,2.09261700725e-09
gray jacket,nan,gray,0,1.23847978253e-08,nan,jacket,0,7.25487578961e-09
black pants,nan,pants,0,5.52965549655e-09,nan,pants,0,4.49083693313e-08
white and purple pinstriped dress shirt,nan,pinstriped,0,1.9571150418e-07,nan,dress,0,7.40934842867e-09
silver crown keychain,nan,keychain,0,0.00501063734386,nan,keychain,0,0.00171634895337
brown leather motorcycle jacket,nan,leather,0,3.30354959753e-06,nan,leather,0,8.36339301146e-08
white zip up jacket,nan,zip,0,2.94464887664e-08,nan,zip,0,1.86612414371e-09
white native indian american skull headdress crew neck t shirt,nan,t,0,5.53534576109e-06,nan,native,0,3.16061386282e-07
black snapper change purse silver metal clasp,nan,snapper,0,0.000120017777307,nan,snapper,0,4.21780337583e-06
gray long sleeve dress,nan,long,0,1.64347862836e-07,nan,long,0,1.83440470779e-09
gray dress,nan,gray,0,2.49956176323e-07,nan,gray,0,1.62239008179e-08
women's gray half button up long sleeved flare dress,nan,half,0,3.78904081618e-06,nan,',0,1.86841391203e-08
mulberry brown leather shoulder bag with braided strap and silver hardware,mulberry,mulberry,0,8.35093910104e-05,nan,mulberry,0,6.5762208108e-06
brown leather tory burch ankle strap wedge sandals,tory burch,burch,0,0.00374552682788,nan,burch,0,0.000111659660958
tory burch pink leather chain handle bag,tory burch,burch,0,0.149737932098,nan,burch,0,0.00146535684401
grey gucci flats with brown wooden ornate,gucci,gucci,1,0.999999243378,nan,grey,0,3.04684643896e-06
green and red her royal juicyness wallet,nan,juicyness,0,0.0121279977205,nan,juicyness,0,2.72551664346e-05
silver ring,nan,ring,0,6.75977770279e-07,nan,ring,0,4.89004503171e-06
black leather tory burch change purse,tory burch,burch,0,0.0630299100809,nan,burch,0,0.000159710663613
white and green stripe pull up hoodie,nan,pull,0,1.67409850084e-07,nan,pull,0,4.16420791808e-09
women's gray sleeveless shift dress,nan,sleeveless,0,2.90224069895e-06,nan,women,0,1.26943061664e-08
white wooden rectangular dining table,nan,rectangular,0,9.74426727927e-08,nan,rectangular,0,4.06649505147e-09
brown chanel leather quilted clutch,chanel,chanel,1,0.999834639682,nan,brown,0,7.6159920393e-06
black vans low top sneaker,vans,vans,0,0.000119334626134,nan,vans,0,4.37652693734e-06
black leather motorcycle jacket,nan,leather,0,3.0023487074e-05,nan,leather,0,8.21862482297e-07
white suzuki suv,suzuki,suzuki,0,1.57396804734e-05,nan,suv,0,3.3912769018e-07
black sneakers,nan,sneakers,0,3.86681828772e-09,nan,sneakers,0,3.14038557936e-08
black tank top,nan,tank,0,9.8756097445e-07,nan,top,0,6.30358066541e-07
men's black blue and pink plaid button up long sleeve shirt,nan,plaid,0,4.25444649403e-06,nan,men,0,2.29971285978e-06
women's grey deep v neck maxi long dress,nan,deep,0,4.40484207514e-06,nan,',0,1.85849168596e-08
black rayban aviator sunglasses,rayban ,rayban,1,0.999943449396,aviator ,aviator,0,0.000434542735305
black canon g15 digital camera,canon,canon g15,1,0.999991686679,g15,g15,0,0.00137510287907
white and black road bike,nan,road,0,3.4950706348e-05,nan,road,0,5.88286083702e-08
blue and white talon 22 backpack,nan,talon,0,4.280616111e-05,talon 22,talon,0,6.7115566261e-05
black and red Madshus boots,Madshus ,Madshus,1,0.999999525525,nan,boots,0,1.7000244085e-08
brown leather chunky heeled platform,nan,chunky,0,7.98471873213e-06,nan,chunky,0,7.31882878881e-08
gold framed blue pink painting,nan,gold,0,1.40489250255e-07,nan,gold,0,2.43571984169e-08
black iphone 5,nan,iphone,0,0.000625073485297,iphone 5,iphone,1,0.999132870088
white ceramic teacup,nan,ceramic,0,4.64237757386e-06,nan,ceramic,0,8.59251632856e-08
black and gray cushion,nan,cushion,0,7.68717202887e-07,nan,cushion,0,2.46198901873e-07
grey textile,nan,grey,0,9.9989386178e-08,nan,grey,0,6.48093343555e-09
white samsung galaxy trend plus,samsung ,samsung,1,0.931143189897,galaxy trend plus,galaxy,0,0.00342050460163
baby's light pink onesie,nan,',0,1.23018587157e-06,nan,baby,0,3.97982164497e-07
women's gray and white long sleeve dress,nan,',0,9.03051837786e-07,nan,',0,1.77057328054e-08
black and gray boots,nan,and,0,1.41166731855e-07,nan,and,0,3.35527077829e-09
black canon eos 600d camera,canon,canon eos,1,0.999891198555,eos 600d,eos,0,0.0104930491634
blue denim pants,nan,denim,0,2.14659610449e-08,nan,denim,0,6.84328783217e-10
women's black leather peep toe back zip booties,nan,s,0,3.34442855107e-06,nan,booties,0,4.09076559255e-07
black denim jacket,nan,denim,0,3.58146557792e-08,nan,denim,0,1.22012672148e-09
black leather tote bag,nan,leather,0,2.21397875848e-06,nan,leather,0,4.53698219587e-08
red swim wear bottoms,nan,swim,0,0.000225079117799,nan,swim,0,1.60075937653e-06
women's blue stiletto sandals,nan,stiletto,0,6.98281007427e-06,nan,s,0,3.1053771951e-08
men's black and white true religion basketball shoes,true religion,true religion,1,0.99993654109,nan,men,0,2.29927498364e-06
orange v neck tank dress,nan,v,0,4.84713365176e-07,nan,orange,0,7.57737473762e-08
white canvas slip on shoes,nan,canvas,0,1.3375297263e-05,nan,canvas,0,4.27356135974e-07
gold and white arkibos round chronograph watch,arkibos,arkibos,1,0.820260267642,nan,arkibos,0,0.000391707376298
women's white bra with pink and yellow floral design,nan,',0,1.26264105217e-06,nan,design,0,5.20156044994e-08
women's black puff short sleeve poplin collared shirt,nan,s,0,3.26387657482e-06,nan,collared,0,2.17933960235e-08
red black and white zip hooded jacket,nan,red,0,1.37821641601e-07,nan,red,0,9.28722040962e-09
pink cap sleeve onesie polo shirt with side ruffles,nan,onesie,0,2.54472183531e-07,nan,polo,0,1.03384544867e-07
brown metal delonghi machine,delonghi,delonghi,1,0.760641243239,nan,metal,0,1.69482930542e-05
green black and whtie striped jacket,nan,whtie,0,0.0270349947741,nan,whtie,0,4.6345723211e-06
men's grey zipped up jacket,nan,zipped,0,3.03054727769e-06,nan,men,0,2.29961844951e-06
beige yellow red teal and green toy house,nan,toy,0,1.24643905938e-05,nan,house,0,5.79667875159e-08
